詞	詞頻	注音	分類	作品名稱
松浦果南	15	ㄙㄨㄥ ㄆㄨˇ ㄍㄨㄛˇ ㄋㄢˊ	動漫	Love Live! Sunshine!!
松野千冬	13	ㄙㄨㄥ ㄧㄝˇ ㄑㄧㄢ ㄉㄨㄥ	動漫	東京復仇者
松雪集	15	ㄙㄨㄥ ㄒㄩㄝˇ ㄐㄧˊ	動漫	未聞花名
林克斯	18	ㄌㄧㄣˊ ㄎㄜˋ ㄙ	動漫	機動戰士鋼彈UC
林田奈奈	14	ㄌㄧㄣˊ ㄊㄧㄢˊ ㄋㄞˋ ㄋㄞˋ	動漫	青春紀行
架印	10	ㄐㄧㄚˋ ㄧㄣˋ	動漫	境界之輪迴
柊司	15	ㄓㄨㄥ ㄙ	動漫	幸運☆星
柊鏡	17	ㄓㄨㄥ ㄐㄧㄥˋ	動漫	幸運☆星
柏崎茜	9	ㄅㄛˊ ㄑㄧˊ ㄑㄧㄢˋ	動漫	強風吹拂
柚子	19	ㄧㄡˋ ㄗ˙	動漫	我們這一家
柯魯特奧	14	ㄎㄜ ㄌㄨˇ ㄊㄜˋ ㄠˋ	動漫	91Days
柳之	15	ㄌㄧㄡˇ ㄓ	動漫	異修羅
柳澤光央	12	ㄌㄧㄡˇ ㄗㄜˊ ㄍㄨㄤ ㄧㄤ	動漫	青春紀行
柿花	16	ㄕˋ ㄏㄨㄚ	動漫	奇巧計程車
栗原萬里	9	ㄌㄧˋ ㄩㄢˊ ㄨㄢˋ ㄌㄧˇ	動漫	監獄學園
校園	20	ㄒㄧㄠˋ ㄩㄢˊ	動漫	校園迷糊大王
根島由佳吏	16	ㄍㄣ ㄉㄠˇ ㄧㄡˊ ㄐㄧㄚ ㄌㄧˋ	動漫	戀愛與謊言
根津讓二	12	ㄍㄣ ㄐㄧㄣ ㄖㄤˋ ㄦˋ	動漫	監獄學園
格蕾	17	ㄍㄜˊ ㄌㄟˇ	動漫	終末的女武神
格雷	26	ㄍㄜˊ ㄌㄟˊ	動漫	FAIRY TAIL魔導少年
格雷拉特	22	ㄍㄜˊ ㄌㄟˊ ㄌㄚ ㄊㄜˋ	動漫	無職轉生
桂小太郎	12	ㄍㄨㄟˋ ㄒㄧㄠˇ ㄊㄞˋ ㄌㄤˊ	動漫	銀魂
桂木彌子	15	ㄍㄨㄟˋ ㄇㄨˋ ㄇㄧˊ ㄗ˙	動漫	魔人偵探腦嚙涅羅
桂雛菊	13	ㄍㄨㄟˋ ㄔㄨˊ ㄐㄩˊ	動漫	旋風管家
桃喰綺羅莉	14	ㄊㄠˊ ㄘㄢ ㄑㄧˇ ㄌㄨㄛˊ ㄌㄧˋ	動漫	狂賭之淵
桃園奈奈生	20	ㄊㄠˊ ㄩㄢˊ ㄋㄞˋ ㄋㄞˋ ㄕㄥ	動漫	元氣少女緣結神
桃太郎	9	ㄊㄠˊ ㄊㄞˋ ㄌㄤˊ	動漫	鬼燈的冷徹
桃源暗鬼	19	ㄊㄠˊ ㄩㄢˊ ㄢˋ ㄍㄨㄟˇ	動漫	桃源暗鬼
桃瀨成海	20	ㄊㄠˊ ㄌㄞˋ ㄔㄥˊ ㄏㄞˇ	動漫	宅男腐女戀愛真難
桐人	24	ㄊㄨㄥˊ ㄖㄣˊ	動漫	刀劍神域
桐山零	20	ㄊㄨㄥˊ ㄕㄢ ㄌㄧㄥˊ	動漫	3月的獅子
桐敷沙子	12	ㄊㄨㄥˊ ㄈㄨ ㄕㄚ ㄗ˙	動漫	屍鬼
桐生剎那	12	ㄊㄨㄥˊ ㄕㄥ ㄔㄚˋ ㄋㄚˋ	動漫	拳願阿修羅
桐谷和人	22	ㄊㄨㄥˊ ㄍㄨˇ ㄏㄜˊ ㄖㄣˊ	動漫	刀劍神域
桐谷直葉	16	ㄊㄨㄥˊ ㄍㄨˇ ㄓˊ ㄧㄝˋ	動漫	刀劍神域
桐間紗路	11	ㄊㄨㄥˊ ㄐㄧㄢ ㄕㄚ ㄌㄨˋ	動漫	請問您今天要來點兔子嗎？
桑原和真	18	ㄙㄤ ㄩㄢˊ ㄏㄜˊ ㄓㄣ	動漫	幽遊白書
桔梗	9	ㄐㄧㄝˊ ㄍㄥˇ	動漫	犬夜叉
梅宮一	17	ㄇㄟˊ ㄍㄨㄥ ㄧ	動漫	WIND BREAKER防風少年
梅茵	19	ㄇㄟˊ ㄧㄣ	動漫	小書痴的下剋上
梅菲斯特	11	ㄇㄟˊ ㄈㄟ ㄙ ㄊㄜˋ	動漫	青之驅魔師
梅迪西斯	16	ㄇㄟˊ ㄉㄧˊ ㄒㄧ ㄙ	動漫	異世界藥局
梅里奧達斯	20	ㄇㄟˊ ㄌㄧˇ ㄠˋ ㄉㄚˊ ㄙ	動漫	七大罪
梅麗莎毛	11	ㄇㄟˊ ㄌㄧˋ ㄕㄚ ㄇㄠˊ	動漫	驚爆危機
梓川咲太	20	ㄗˇ ㄔㄨㄢ ㄒㄧㄠˋ ㄊㄞˋ	動漫	青春豬頭少年不會夢到兔女郎學姊
梓川月乃	12	ㄗˇ ㄔㄨㄢ ㄩㄝˋ ㄋㄞˇ	動漫	烘焙王
梨花妃	13	ㄌㄧˊ ㄏㄨㄚ ㄈㄟ	動漫	藥師少女的獨語
梶秋彥	12	ㄨㄟˇ ㄑㄧㄡ ㄧㄢˋ	動漫	Given被贈與的未來
棋靈王	22	ㄑㄧˊ ㄌㄧㄥˊ ㄨㄤˊ	動漫	棋靈王
棒球大聯盟	20	ㄅㄤˋ ㄑㄧㄡˊ ㄉㄚˋ ㄌㄧㄢˊ ㄇㄥˊ	動漫	棒球大聯盟
棗恭介	14	ㄗㄠˇ ㄍㄨㄥ ㄐㄧㄝˋ	動漫	Little Busters!
棗鈴	15	ㄗㄠˇ ㄌㄧㄥˊ	動漫	Little Busters!
森之宮羊子	10	ㄙㄣ ㄓ ㄍㄨㄥ ㄧㄤˊ ㄗ˙	動漫	學園奶爸
森嶋帆高	23	ㄙㄣ ㄉㄠˇ ㄈㄢˊ ㄍㄠ	動漫	天氣之子
森田忍	11	ㄙㄣ ㄊㄧㄢˊ ㄖㄣˇ	動漫	蜂蜜幸運草
森羅日下部	20	ㄙㄣ ㄌㄨㄛˊ ㄖˋ ㄒㄧㄚˋ ㄅㄨˋ	動漫	炎炎消防隊
植野直花	15	ㄓˊ ㄧㄝˇ ㄓˊ ㄏㄨㄚ	動漫	聲之形
椎名深夏	12	ㄓㄨㄟ ㄇㄧㄥˊ ㄕㄣ ㄒㄧㄚˋ	動漫	學生會的一存
椎名真冬	11	ㄓㄨㄟ ㄇㄧㄥˊ ㄓㄣ ㄉㄨㄥ	動漫	學生會的一存
楓子	11	ㄈㄥ ㄗ˙	動漫	加速世界
楡井秋彥	12	ㄩˊ ㄐㄧㄥˇ ㄑㄧㄡ ㄧㄢˋ	動漫	WIND BREAKER防風少年
榊原恆一	18	ㄕㄣˊ ㄩㄢˊ ㄏㄥˊ ㄧ	動漫	Another
榊逸仁	12	ㄕㄣˊ ㄧˋ ㄖㄣˊ	動漫	宇崎學妹想要玩！
槙島聖護	17	ㄉㄧㄢ ㄉㄠˇ ㄕㄥˋ ㄏㄨˋ	動漫	PSYCHO-PASS心靈判官
槙田悠里	14	ㄉㄧㄢ ㄊㄧㄢˊ ㄧㄡ ㄌㄧˇ	動漫	青春之旅
樞木朱雀	20	ㄕㄨ ㄇㄨˋ ㄓㄨ ㄑㄩㄝˋ	動漫	Code Geass反叛的魯路修
樺倉太郎	13	ㄏㄨㄚˋ ㄘㄤ ㄊㄞˋ ㄌㄤˊ	動漫	宅男腐女戀愛真難
橘子	117	ㄐㄩˊ ㄗ˙	動漫	我們這一家
橘真琴	16	ㄐㄩˊ ㄓㄣ ㄑㄧㄣˊ	動漫	Free!男子游泳部
機動戰士	26	ㄐㄧ ㄉㄨㄥˋ ㄓㄢˋ ㄕˋ	動漫	機動戰士鋼彈SEED
機器人	13	ㄐㄧ ㄑㄧˋ ㄖㄣˊ	動漫	PLUTO冥王
機巧	19	ㄐㄧ ㄑㄧㄠˇ	動漫	機巧少女不會受傷
櫛枝實乃梨	17	ㄐㄧㄝˊ ㄓ ㄕˊ ㄋㄞˇ ㄌㄧˊ	動漫	龍與虎
櫻井桃子	13	ㄧㄥ ㄐㄧㄥˇ ㄊㄠˊ ㄗ˙	動漫	前輩有夠煩
櫻井真一	15	ㄧㄥ ㄐㄧㄥˇ ㄓㄣ ㄧ	動漫	宇崎學妹想要玩！
櫻內梨子	17	ㄧㄥ ㄋㄟˋ ㄌㄧˊ ㄗ˙	動漫	Love Live! Sunshine!!
櫻島麻衣	17	ㄧㄥ ㄉㄠˇ ㄇㄚˊ ㄧ	動漫	青春豬頭少年不會夢到兔女郎學姊
櫻川九郎	16	ㄧㄥ ㄔㄨㄢ ㄐㄧㄡˇ ㄌㄤˊ	動漫	虛構推理
櫻木花道	25	ㄧㄥ ㄇㄨˋ ㄏㄨㄚ ㄉㄠˋ	動漫	灌籃高手
櫻澤墨	11	ㄧㄥ ㄗㄜˊ ㄇㄛˋ	動漫	租借女友
櫻田妮妮	13	ㄧㄥ ㄊㄧㄢˊ ㄋㄧˊ ㄋㄧˊ	動漫	蠟筆小新
櫻田實和子	13	ㄧㄥ ㄊㄧㄢˊ ㄕˊ ㄏㄜˊ ㄗ˙	動漫	天堂之吻
櫻蘭	23	ㄧㄥ ㄌㄢˊ	動漫	櫻蘭高校男公關部
櫻遙	20	ㄧㄥ ㄧㄠˊ	動漫	WIND BREAKER防風少年
櫻野栗夢	15	ㄧㄥ ㄧㄝˇ ㄌㄧˋ ㄇㄥˋ	動漫	學生會的一存
欣梅爾	16	ㄒㄧㄣ ㄇㄟˊ ㄦˇ	動漫	葬送的芙莉蓮
欺負我	20	ㄑㄧ ㄈㄨˋ ㄨㄛˇ	動漫	不要欺負我，長瀞同學
歐爾麥特	14	ㄡ ㄦˇ ㄇㄞˋ ㄊㄜˋ	動漫	我的英雄學院
歐畢	11	ㄡ ㄅㄧˋ	動漫	赤髮白雪姬
歐索娜	15	ㄡ ㄙㄨㄛˇ ㄋㄚˋ	動漫	魔女宅急便
武之內空	17	ㄨˇ ㄓ ㄋㄟˋ ㄎㄨㄥ	動漫	數碼寶貝大冒險
武內樹	15	ㄨˇ ㄋㄟˋ ㄕㄨˋ	動漫	頭文字D
武田晴海	15	ㄨˇ ㄊㄧㄢˊ ㄑㄧㄥˊ ㄏㄞˇ	動漫	前輩有夠煩
武藏	12	ㄨˇ ㄗㄤˋ	動漫	寶可夢
武藤遊戲	22	ㄨˇ ㄊㄥˊ ㄧㄡˊ ㄒㄧˋ	動漫	遊戲王
武裝偵探社	14	ㄨˇ ㄓㄨㄤ ㄓㄣ ㄊㄢˋ ㄕㄜˋ	動漫	文豪Stray Dogs
死亡回歸	15	ㄙˇ ㄨㄤˊ ㄏㄨㄟˊ ㄍㄨㄟ	動漫	Re:從零開始的異世界生活
死亡筆記本	26	ㄙˇ ㄨㄤˊ ㄅㄧˇ ㄐㄧˋ ㄅㄣˇ	動漫	死亡筆記本
死亡遊戲	19	ㄙˇ ㄨㄤˊ ㄧㄡˊ ㄒㄧˋ	動漫	屍體如山的死亡遊戲
死後世界	13	ㄙˇ ㄏㄡˋ ㄕˋ ㄐㄧㄝˋ	動漫	Angel Beats!
死柄木弔	11	ㄙˇ ㄅㄧㄥˇ ㄇㄨˋ ㄉㄧㄠˋ	動漫	我的英雄學院
死氣之炎	13	ㄙˇ ㄑㄧˋ ㄓ ㄧㄢˊ	動漫	家庭教師HITMAN REBORN!
死神	25	ㄙˇ ㄕㄣˊ	動漫	境界之輪迴
死神之子	10	ㄙˇ ㄕㄣˊ ㄓ ㄗˇ	動漫	噬魂者
死靈術士	11	ㄙˇ ㄌㄧㄥˊ ㄕㄨˋ ㄕˋ	動漫	屍體如山的死亡遊戲
殭屍少女	10	ㄐㄧㄤ ㄕ ㄕㄠˋ ㄋㄩˇ	動漫	散華禮彌
殺手	130	ㄕㄚ ㄕㄡˇ	動漫	坂本日常
殺手T細胞	15	ㄕㄚ ㄕㄡˇ T ㄒㄧˋ ㄅㄠ	動漫	工作細胞
殺生丸	17	ㄕㄚ ㄕㄥ ㄨㄢˊ	動漫	犬夜叉
殺老師	22	ㄕㄚ ㄌㄠˇ ㄕ	動漫	暗殺教室
殿下	20	ㄉㄧㄢˋ ㄒㄧㄚˋ	動漫	擅長逃跑的殿下
比企谷八幡	20	ㄅㄧˇ ㄑㄧˋ ㄍㄨˇ ㄅㄚ ㄈㄢ	動漫	果然我的青春戀愛喜劇搞錯了
比克	15	ㄅㄧˇ ㄎㄜˋ	動漫	七龍珠
比利	143	ㄅㄧˇ ㄌㄧˋ	動漫	不死不運
比宇宙	22	ㄅㄧˇ ㄩˇ ㄓㄡˋ	動漫	比宇宙更遠的地方
比良平千咲	14	ㄅㄧˇ ㄌㄧㄤˊ ㄆㄧㄥˊ ㄑㄧㄢ ㄒㄧㄠˋ	動漫	來自風平浪靜的明日
比良拓海	13	ㄅㄧˇ ㄌㄧㄤˊ ㄊㄨㄛˋ ㄏㄞˇ	動漫	月色真美
毛利小五郎	17	ㄇㄠˊ ㄌㄧˋ ㄒㄧㄠˇ ㄨˇ ㄌㄤˊ	動漫	名偵探柯南
毛利蘭	19	ㄇㄠˊ ㄌㄧˋ ㄌㄢˊ	動漫	名偵探柯南
水上麻衣	16	ㄕㄨㄟˇ ㄕㄤˋ ㄇㄚˊ ㄧ	動漫	日常
水原千鶴	15	ㄕㄨㄟˇ ㄩㄢˊ ㄑㄧㄢ ㄏㄜˋ	動漫	租借女友
水島太太	14	ㄕㄨㄟˇ ㄉㄠˇ ㄊㄞˋ ㄊㄞˋ	動漫	我們這一家
水崎燕	14	ㄕㄨㄟˇ ㄑㄧˊ ㄧㄢˋ	動漫	別對映像研出手！
水果籃子	24	ㄕㄨㄟˇ ㄍㄨㄛˇ ㄌㄢˊ ㄗ˙	動漫	水果籃子
水準	13	ㄕㄨㄟˇ ㄓㄨㄣˇ	動漫	PLUTO冥王
水瀨伊織	10	ㄕㄨㄟˇ ㄌㄞˋ ㄧ ㄓ	動漫	偶像大師
水瀨名雪	13	ㄕㄨㄟˇ ㄌㄞˋ ㄇㄧㄥˊ ㄒㄩㄝˇ	動漫	Kanon
水篠颯太	18	ㄕㄨㄟˇ ㄒㄧㄠˇ ㄙㄚˋ ㄊㄞˋ	動漫	Re:CREATORS
水谷雫	18	ㄕㄨㄟˇ ㄍㄨˇ ㄋㄚˇ	動漫	鄰座的怪同學
水野亞美	20	ㄕㄨㄟˇ ㄧㄝˇ ㄧㄚˇ ㄇㄟˇ	動漫	美少女戰士
水野愛	15	ㄕㄨㄟˇ ㄧㄝˇ ㄞˋ	動漫	佐賀偶像是傳奇
水野茜	15	ㄕㄨㄟˇ ㄧㄝˇ ㄑㄧㄢˋ	動漫	月色真美
水鏡凍季也	10	ㄕㄨㄟˇ ㄐㄧㄥˋ ㄉㄨㄥˋ ㄐㄧˋ ㄧㄝˇ	動漫	烈火之炎
永恆	25	ㄩㄥˇ ㄏㄥˊ	動漫	紫羅蘭永恆花園
永瀨嵐	11	ㄩㄥˇ ㄌㄞˋ ㄌㄢˊ	動漫	天堂之吻
永遠	17	ㄩㄥˇ ㄩㄢˇ	動漫	名偵探柯南
江戶川亂步	11	ㄐㄧㄤ ㄏㄨˋ ㄔㄨㄢ ㄌㄨㄢˋ ㄅㄨˋ	動漫	文豪Stray Dogs
江戶川柯南	25	ㄐㄧㄤ ㄏㄨˋ ㄔㄨㄢ ㄎㄜ ㄋㄢˊ	動漫	名偵探柯南
江頭美嘉	14	ㄐㄧㄤ ㄊㄡˊ ㄇㄟˇ ㄐㄧㄚ	動漫	躍動青春
池澤佳主馬	13	ㄔˊ ㄗㄜˊ ㄐㄧㄚ ㄓㄨˇ ㄇㄚˇ	動漫	夏日大作戰
池袋	8	ㄔˊ ㄉㄞˋ	動漫	無頭騎士異聞錄DuRaRaRa!!
決定	16	ㄐㄩㄝˊ ㄉㄧㄥˋ	動漫	寶可夢
沖田總司	11	ㄔㄨㄥ ㄊㄧㄢˊ ㄗㄨㄥˇ ㄙ	動漫	青之壬生浪
沖田總悟	14	ㄔㄨㄥ ㄊㄧㄢˊ ㄗㄨㄥˇ ㄨˋ	動漫	銀魂
沙織巴吉納	13	ㄕㄚ ㄓ ㄅㄚ ㄐㄧˊ ㄋㄚˋ	動漫	我的妹妹哪有這麼可愛
河了貂	16	ㄏㄜˊ ㄌㄜ˙ ㄉㄧㄠ	動漫	王者天下
河內恭介	14	ㄏㄜˊ ㄋㄟˋ ㄍㄨㄥ ㄐㄧㄝˋ	動漫	烘焙王
河原	16	ㄏㄜˊ ㄩㄢˊ	動漫	你的名字
河螢多朗	18	ㄏㄜˊ ㄧㄥˊ ㄉㄨㄛ ㄌㄤˇ	動漫	黑暗集會
泉光子郎	15	ㄑㄩㄢˊ ㄍㄨㄤ ㄗˇ ㄌㄤˊ	動漫	數碼寶貝大冒險
泉孝介	9	ㄑㄩㄢˊ ㄒㄧㄠˋ ㄐㄧㄝˋ	動漫	王牌投手振臂高揮
泉新一	21	ㄑㄩㄢˊ ㄒㄧㄣ ㄧ	動漫	寄生獸
泉此方	20	ㄑㄩㄢˊ ㄘˇ ㄈㄤ	動漫	幸運☆星
泉鏡花	10	ㄑㄩㄢˊ ㄐㄧㄥˋ ㄏㄨㄚ	動漫	文豪Stray Dogs
法拉第	8	ㄈㄚˇ ㄌㄚ ㄉㄧˋ	動漫	Cyberpunk: Edgerunners
法蘭秀秀	13	ㄈㄚˇ ㄌㄢˊ ㄒㄧㄡˋ ㄒㄧㄡˋ	動漫	佐賀偶像是傳奇
法蘭西	20	ㄈㄚˇ ㄌㄢˊ ㄒㄧ	動漫	零之使魔
法馬	16	ㄈㄚˇ ㄇㄚˇ	動漫	異世界藥局
波奇塔	12	ㄅㄛ ㄑㄧˊ ㄊㄚˇ	動漫	鏈鋸人
波妞	25	ㄅㄛ ㄋㄧㄡ	動漫	崖上的波妞
波德萊爾	15	ㄅㄛ ㄉㄜˊ ㄌㄞˊ ㄦˇ	動漫	紫羅蘭永恆花園
波爾卡	17	ㄅㄛ ㄦˇ ㄎㄚˇ	動漫	屍體如山的死亡遊戲
泰斯塔羅莎	14	ㄊㄞˋ ㄙ ㄊㄚˇ ㄌㄨㄛˊ ㄕㄚ	動漫	驚爆危機
泰莎	14	ㄊㄞˋ ㄕㄚ	動漫	驚爆危機
洛伊德佛傑	24	ㄌㄨㄛˋ ㄧ ㄉㄜˊ ㄈㄛˊ ㄐㄧㄝˊ	動漫	SPY×FAMILY間諜家家酒
洛克昂	17	ㄌㄨㄛˋ ㄎㄜˋ ㄤˊ	動漫	機動戰士鋼彈00
洛基	25	ㄌㄨㄛˋ ㄐㄧ	動漫	機巧少女不會受傷
洛夫	17	ㄌㄨㄛˋ ㄈㄨ	動漫	不時輕聲地以俄語遮羞的鄰座艾莉同學
洛琪希	19	ㄌㄨㄛˋ ㄑㄧˊ ㄒㄧ	動漫	無職轉生
洛蒂楊森	16	ㄌㄨㄛˋ ㄉㄧˋ ㄧㄤˊ ㄙㄣ	動漫	小魔女學園
津島善子	10	ㄐㄧㄣ ㄉㄠˇ ㄕㄢˋ ㄗ˙	動漫	Love Live! Sunshine!!
津田隆利	18	ㄐㄧㄣ ㄊㄧㄢˊ ㄌㄨㄥˊ ㄌㄧˋ	動漫	妄想學生會
活下去	46	ㄏㄨㄛˊ ㄒㄧㄚˋ ㄑㄩˋ	動漫	魔法公主
活出	13	ㄏㄨㄛˊ ㄔㄨ	動漫	蒼鷺與少年
流川楓	22	ㄌㄧㄡˊ ㄔㄨㄢ ㄈㄥ	動漫	灌籃高手
浦飯幽助	21	ㄆㄨˇ ㄈㄢˋ ㄧㄡ ㄓㄨˋ	動漫	幽遊白書
海因里	15	ㄏㄞˇ ㄧㄣ ㄌㄧˇ	動漫	MONSTER
海坊主	14	ㄏㄞˇ ㄈㄤ ㄓㄨˇ	動漫	怪化貓
海塔	14	ㄏㄞˇ ㄊㄚˇ	動漫	葬送的芙莉蓮
海村	12	ㄏㄞˇ ㄘㄨㄣ	動漫	來自風平浪靜的明日
海藤瞬	17	ㄏㄞˇ ㄊㄥˊ ㄕㄨㄣˋ	動漫	齊木楠雄的災難
海貓	19	ㄏㄞˇ ㄇㄠ	動漫	海貓鳴泣之時
海賊王	16	ㄏㄞˇ ㄗㄟˊ ㄨㄤˊ	動漫	航海王
海馬瀨人	17	ㄏㄞˇ ㄇㄚˇ ㄌㄞˋ ㄖㄣˊ	動漫	遊戲王
涼宮春日	26	ㄌㄧㄤˊ ㄍㄨㄥ ㄔㄨㄣ ㄖˋ	動漫	涼宮春日的憂鬱
涼風青葉	18	ㄌㄧㄤˊ ㄈㄥ ㄑㄧㄥ ㄧㄝˋ	動漫	NEW GAME!
淀治	23	ㄉㄧㄢˋ ㄓˋ	動漫	鏈鋸人
深不可測	19	ㄕㄣ ㄅㄨˋ ㄎㄜˇ ㄘㄜˋ	動漫	阿波連同學深不可測
深淵	40	ㄕㄣ ㄩㄢ	動漫	來自深淵
深澄真	17	ㄕㄣ ㄔㄥˊ ㄓㄣ	動漫	月光下的異世界之旅
淺右	17	ㄑㄧㄢˇ ㄧㄡˋ	動漫	地獄樂
淺草綠	18	ㄑㄧㄢˇ ㄘㄠˇ ㄌㄩˋ	動漫	別對映像研出手！
清峰葉流火	18	ㄑㄧㄥ ㄈㄥ ㄧㄝˋ ㄌㄧㄡˊ ㄏㄨㄛˇ	動漫	失憶投捕
清水惠	11	ㄑㄧㄥ ㄕㄨㄟˇ ㄏㄨㄟˋ	動漫	屍鬼
清水薰	14	ㄑㄧㄥ ㄕㄨㄟˇ ㄒㄩㄣ	動漫	棒球大聯盟
清瀧桂香	10	ㄑㄧㄥ ㄌㄨㄥˊ ㄍㄨㄟˋ ㄒㄧㄤ	動漫	龍王的工作！
清瀨灰二	15	ㄑㄧㄥ ㄌㄞˋ ㄏㄨㄟ ㄦˋ	動漫	強風吹拂
渚薰	14	ㄓㄨˇ ㄒㄩㄣ	動漫	新世紀福音戰士
渡久地東亞	18	ㄉㄨˋ ㄐㄧㄡˇ ㄉㄧˋ ㄉㄨㄥ ㄧㄚˇ	動漫	ONE OUTS超智遊戲
渡亮太	15	ㄉㄨˋ ㄌㄧㄤˋ ㄊㄞˋ	動漫	四月是你的謊言
渡邊曜	12	ㄉㄨˋ ㄅㄧㄢ ㄧㄠˋ	動漫	Love Live! Sunshine!!
渡邊瑠果	14	ㄉㄨˋ ㄅㄧㄢ ㄌㄧㄡˊ ㄍㄨㄛˇ	動漫	龍與雀斑公主
測驗	22	ㄘㄜˋ ㄧㄢˋ	動漫	笨蛋，測驗，召喚獸
湊友希那	10	ㄘㄡˋ ㄧㄡˇ ㄒㄧ ㄋㄚˋ	動漫	BanG Dream!
湯婆婆	19	ㄊㄤ ㄆㄛˊ ㄆㄛˊ	動漫	神隱少女
源光	15	ㄩㄢˊ ㄍㄨㄤ	動漫	地縛少年花子君
源櫻	20	ㄩㄢˊ ㄧㄥ	動漫	佐賀偶像是傳奇
源輝	13	ㄩㄢˊ ㄏㄨㄟ	動漫	地縛少年花子君
溝通	23	ㄍㄡ ㄊㄨㄥ	動漫	古見同學是溝通魯蛇
溫帕雷特	17	ㄨㄣ ㄆㄚˋ ㄌㄟˊ ㄊㄜˋ	動漫	轉生王女與天才千金的魔法革命
溫水和彥	20	ㄨㄣ ㄕㄨㄟˇ ㄏㄜˊ ㄧㄢˋ	動漫	敗北女角太多了
溫莉	14	ㄨㄣ ㄌㄧˋ	動漫	鋼之鍊金術師
溫蒂瑪貝爾	11	ㄨㄣ ㄉㄧˋ ㄇㄚˇ ㄅㄟˋ ㄦˇ	動漫	FAIRY TAIL魔導少年
滿艦飾真子	15	ㄇㄢˇ ㄐㄧㄢˋ ㄕˋ ㄓㄣ ㄗ˙	動漫	KILL la KILL
漢吉佐耶	13	ㄏㄢˋ ㄐㄧˊ ㄗㄨㄛˇ ㄧㄝ	動漫	進擊的巨人
漩渦鳴人	25	ㄒㄩㄢˊ ㄨㄛ ㄇㄧㄥˊ ㄖㄣˊ	動漫	火影忍者
漫畫	21	ㄇㄢˋ ㄏㄨㄚˋ	動漫	情色漫畫老師
潔世一	23	ㄐㄧㄝˊ ㄕˋ ㄧ	動漫	藍色監獄
潘希魯貢	17	ㄆㄢ ㄒㄧ ㄌㄨˇ ㄍㄨㄥˋ	動漫	香格里拉・開拓異境
潘德拉剛	21	ㄆㄢ ㄉㄜˊ ㄌㄚ ㄍㄤ	動漫	Fate/stay night
潘朵拉之心	20	ㄆㄢ ㄉㄨㄛˇ ㄌㄚ ㄓ ㄒㄧㄣ	動漫	潘朵拉之心
潮田渚	19	ㄔㄠˊ ㄊㄧㄢˊ ㄓㄨˇ	動漫	暗殺教室
澀谷凜	15	ㄙㄜˋ ㄍㄨˇ ㄌㄧㄣˇ	動漫	偶像大師灰姑娘女孩
澤村大地	18	ㄗㄜˊ ㄘㄨㄣ ㄉㄚˋ ㄉㄧˋ	動漫	排球少年
澤村榮純	19	ㄗㄜˊ ㄘㄨㄣ ㄖㄨㄥˊ ㄔㄨㄣˊ	動漫	鑽石王牌
澤渡真琴	11	ㄗㄜˊ ㄉㄨˋ ㄓㄣ ㄑㄧㄣˊ	動漫	Kanon
澤田綱吉	20	ㄗㄜˊ ㄊㄧㄢˊ ㄍㄤ ㄐㄧˊ	動漫	家庭教師HITMAN REBORN!
澤諾	10	ㄗㄜˊ ㄋㄨㄛˋ	動漫	晨曦公主
澤近愛理	14	ㄗㄜˊ ㄐㄧㄣˋ ㄞˋ ㄌㄧˇ	動漫	校園迷糊大王
澤部椿	17	ㄗㄜˊ ㄅㄨˋ ㄔㄨㄣ	動漫	四月是你的謊言
濱岡梓	12	ㄅㄧㄣ ㄍㄤ ㄗˇ	動漫	碧藍之海
瀧本日富美	12	ㄌㄨㄥˊ ㄅㄣˇ ㄖˋ ㄈㄨˋ ㄇㄟˇ	動漫	NEW GAME!
瀨尾結月	14	ㄌㄞˋ ㄨㄟˇ ㄐㄧㄝˊ ㄩㄝˋ	動漫	月刊少女野崎同學
瀨川音符	13	ㄌㄞˋ ㄔㄨㄢ ㄧㄣ ㄈㄨˊ	動漫	小魔女DoReMi
灌籃高手	28	ㄍㄨㄢˋ ㄌㄢˊ ㄍㄠ ㄕㄡˇ	動漫	灌籃高手
火影	17	ㄏㄨㄛˇ ㄧㄥˇ	動漫	火影忍者
火影忍者	8	ㄏㄨㄛˇ ㄧㄥˇ ㄖㄣˇ ㄓㄜˇ	動漫	火影忍者
火星騎士	11	ㄏㄨㄛˇ ㄒㄧㄥ ㄑㄧˊ ㄕˋ	動漫	ALDNOAH.ZERO
火神大我	18	ㄏㄨㄛˇ ㄕㄣˊ ㄉㄚˋ ㄨㄛˇ	動漫	黑子的籃球
火箭隊	13	ㄏㄨㄛˇ ㄐㄧㄢˋ ㄉㄨㄟˋ	動漫	寶可夢
火野麗	17	ㄏㄨㄛˇ ㄧㄝˇ ㄌㄧˋ	動漫	美少女戰士
火龍	34	ㄏㄨㄛˇ ㄌㄨㄥˊ	動漫	烈火之炎
灰原哀	15	ㄏㄨㄟ ㄩㄢˊ ㄞ	動漫	名偵探柯南
灰姑娘	21	ㄏㄨㄟ ㄍㄨ ㄋㄧㄤˊ	動漫	偶像大師灰姑娘女孩
灰姑娘女孩	12	ㄏㄨㄟ ㄍㄨ ㄋㄧㄤˊ ㄋㄩˇ ㄏㄞˊ	動漫	偶像大師灰姑娘女孩
灰狼	14	ㄏㄨㄟ ㄌㄤˊ	動漫	GOSICK
